iter	Passed	Remaining
414	2190	3087
415	2192	3077
416	2193	3067
417	2202	3066
418	2204	3057
419	2206	3047
420	2208	3037
421	2211	3029
422	2218	3026
423	2222	3018
424	2224	3009
425	2226	2999
426	2228	2989
427	2234	2985
428	2236	2976
429	2237	2966
430	2239	2957
431	2281	2999
432	2283	2989
433	2285	2980
434	2333	3030
435	2335	3020
436	2337	3011
437	2339	3001
438	2341	2992
439	2346	2985
440	2348	2976
441	2349	2966
442	2351	2957
443	2354	2948
444	2356	2938
445	2361	2932
446	2363	2923
447	2364	2914
448	2366	2904
449	2395	2927
450	2396	2917
451	2398	2908
452	2400	2899
453	2402	2889
454	2404	2880
455	2410	2875
456	2411	2865
457	2413	2856
458	2415	2847
459	2417	2838
460	2419	2829
461	2424	2823
462	2426	2814
463	2431	2808
464	2433	2799
465	2435	2790
466	2439	2784
467	2441	2775
468	2443	2766
469	2445	2757
470	2447	2748
471	2449	2739
472	2453	2733
473	2455	2725
474	2457	2716
475	2459	2707
476	2461	2698
477	2463	2690
478	2465	2681
479	2469	2675
480	2472	2667
481	2473	2658
482	2475	2650
483	2477	2641
484	2479	2632
485	2483	2626
486	2486	2618
487	2488	2610
488	2492	2604
489	2494	2596
490	2496	2587
491	2517	2599
492	2519	2591
493	2521	2582
494	2523	2574
495	2525	2565
496	2529	2560
497	2532	2552
498	2534	2545
499	2536	2536
500	2538	2528
501	2540	2520
502	2596	2565
503	2598	2557
504	2600	2548
505	2602	2540
506	2606	2534
507	2609	2527
508	2611	2518
509	2612	2510
510	2629	2516
511	2632	2508
512	2634	2500
513	2638	2495
514	2641	2487
515	2643	2479
516	2645	2471
517	2693	2506
518	2696	2498
519	2697	2490
520	2699	2482
521	2704	2476
522	2706	2468
523	2708	2460
524	2710	2452
525	2712	2444
526	2714	2436
527	2719	2431
528	2721	2423
529	2723	2415
530	2725	2407
531	2727	2399
532	2754	2413
533	2756	2405
534	2758	2397
535	2760	2389
536	2762	2381
537	2766	2375
538	2768	2368
539	2805	2389
540	2807	2381
541	2809	2373
542	2811	2365
543	2815	2360
544	2817	2352
545	2819	2344
546	2821	2336
547	2823	2328
548	2825	2321
549	2830	2315
550	2832	2308
551	2834	2300
552	2836	2292
553	2891	2327
554	2895	2321
555	2898	2314
556	2900	2306
557	2901	2298
558	2904	2291
559	2906	2283
560	2910	2277
561	2912	2270
562	2914	2262
563	2919	2256
564	2921	2249
565	2923	2241
566	2925	2234
567	2928	2227
568	2932	2220
569	2934	2213
570	2935	2205
571	2941	2200
572	2943	2193
573	2946	2186
574	2949	2179
575	2951	2172
576	2955	2166
577	2957	2159
578	2959	2152
579	2962	2145
580	2964	2137
581	3004	2157
582	3030	2167
583	3032	2160
584	3038	2155
585	3040	2148
586	3042	2140
587	3044	2133
588	3046	2125
589	3048	2118
590	3053	2113
591	3055	2105
592	3057	2098
593	3060	2091
594	3062	2084
595	3084	2090
596	3086	2083
597	3088	2076
598	3090	2068
599	3092	2061
600	3094	2054
601	3098	2048
602	3100	2041
603	3102	2034
604	3104	2027
605	3106	2019
606	3108	2012
607	3110	2005
608	3112	1998
609	3114	1991
610	3134	1995
611	3139	1990
612	3141	1983
613	3143	1976
614	3145	1969
615	3147	1962
616	3149	1955
617	3153	1949
618	3156	1942
619	3158	1935
620	3160	1928
621	3162	1921
622	3164	1914
623	3166	1907
624	3175	1905
625	3178	1898
626	3179	1891
627	3181	1884
628	3186	1879
629	3188	1872
630	3190	1865
631	3192	1858
632	3194	1852
633	3196	1845
634	3200	1839
635	3203	1833
636	3205	1826
637	3207	1819
638	3217	1817
639	3219	1810
640	3241	1815
641	3243	1808
642	3245	1801
643	3250	1796
644	3266	1798
645	3268	1791
646	3270	1784
647	3283	1783
648	3285	1776
649	3287	1770
650	3289	1763
651	3291	1756
652	3293	1749
653	3298	1744
654	3300	1738
655	3301	1731
656	3303	1724
657	3305	1718
658	3307	1711
659	3361	1731
660	3364	1725
661	3366	1718
662	3367	1711
663	3369	1705
664	3372	1698
665	3376	1693
666	3379	1687
667	3381	1680
668	3383	1674
669	3385	1667
670	3387	1660
671	3389	1654
672	3392	1648
673	3394	1641
674	3396	1635
675	3422	1640
676	3424	1633
677	3426	1627
678	3428	1620
679	3431	1614
680	3433	1608
681	3438	1603
682	3440	1597
683	3443	1590
684	3445	1584
685	3447	1578
686	3449	1571
687	3454	1566
688	3456	1560
689	3504	1574
690	3506	1568
691	3508	1561
692	3510	1555
693	3512	1548
694	3514	1542
695	3519	1537
696	3521	1530
697	3522	1524
698	3524	1517
699	3526	1511
700	3528	1505
701	3571	1516
702	3573	1509
703	3575	1503
704	3611	1511
705	3617	1506
706	3619	1500
707	3621	1493
708	3623	1487
709	3625	1480
710	3627	1474
711	3631	1468
712	3634	1462
713	3636	1456
714	3639	1450
715	3641	1444
716	3643	1437
717	3647	1432
718	3650	1426
719	3652	1420
720	3654	1414
721	3656	1407
722	3657	1401
723	3662	1396
724	3664	1390
725	3666	1383
726	3668	1377
727	3670	1371
728	3672	1365
729	3674	1359
730	3677	1353
731	3679	1347
732	3684	1342
733	3686	1335
734	3688	1329
735	3690	1323
736	3692	1317
737	3694	1311
738	3699	1306
739	3701	1300
740	3703	1294
741	3705	1288
742	3707	1282
743	3709	1276
744	3714	1271
745	3716	1265
746	3733	1264
747	3735	1258
748	3737	1252
749	3739	1246
750	3741	1240
751	3743	1234
752	3748	1229
753	3750	1223
754	3752	1217
755	3754	1211
756	3757	1206
757	3759	1200
758	3763	1195
759	3837	1211
760	3839	1205
761	3843	1200
762	3845	1194
763	3847	1188
764	3849	1182
765	3852	1176
766	3854	1170
767	3859	1165
768	3861	1160
769	3863	1154
770	3866	1148
771	3868	1142
772	3916	1150
773	3919	1144
774	3924	1139
775	3926	1133
776	3928	1127
777	3930	1121
778	3932	1115
779	3934	1109
780	3939	1104
781	3941	1098
782	3943	1092
783	3945	1087
784	3948	1081
785	3950	1075
786	3978	1076
787	3980	1070
788	3982	1065
789	4023	1069
790	4025	1063
791	4027	1057
792	4029	1051
793	4031	1045
794	4036	1040
795	4038	1034
796	4040	1029
797	4042	1023
798	4044	1017
799	4046	1011
800	4051	1006
801	4054	1000
802	4055	995
803	4070	992
804	4072	986
805	4074	980
806	4076	974
807	4078	969
808	4090	965
809	4093	960
810	4095	954
811	4099	949
812	4102	943
813	4104	937
814	4106	932
815	4109	926
816	4122	923
817	4124	917
818	4131	913
819	4134	907
820	4136	901
821	4138	896
822	4140	890
823	4143	884
824	4148	879
825	4150	874
826	4152	868
827	4154	863
828	4156	857
829	4158	851
830	4166	847
831	4168	841
832	4182	838
833	4184	832
834	4187	827
835	4189	821
836	4191	816
837	4196	811
838	4198	805
839	4200	800
840	4202	794
841	4204	788
842	4206	783
843	4261	787
844	4264	782
845	4266	776
846	4268	771
847	4270	765
848	4275	760
849	4278	754
850	4280	749
851	4282	743
852	4284	738
853	4286	732
854	4290	727
855	4293	722
856	4295	716
857	4297	711
858	4302	706
859	4304	700
860	4306	695
861	4308	689
862	4310	684
863	4312	678
864	4316	673
865	4319	668
866	4320	662
867	4322	657
868	4325	652
869	4327	646
870	4345	643
871	4357	639
872	4359	634
873	4361	628
874	4365	623
875	4368	618
876	4370	612
877	4371	607
878	4374	602
879	4376	596
880	4381	591
881	4383	586
882	4384	581
883	4386	575
884	4388	570
885	4398	565
886	4400	560
887	4402	555
888	4414	551
889	4416	545
890	4418	540
891	4420	535
892	4422	529
893	4427	524
894	4429	519
895	4431	514
896	4433	509
897	4435	503
898	4438	498
899	4462	495
900	4464	490
901	4466	485
902	4467	479
903	4469	474
904	4474	469
905	4476	464
906	4478	459
907	4480	453
908	4482	448
909	4484	443
910	4485	438
911	4490	433
912	4492	428
913	4550	428
914	4557	423
915	4559	418
916	4562	412
917	4565	407
918	4577	403
919	4579	398
920	4581	392
921	4583	387
922	4588	382
923	4589	377
924	4592	372
925	4594	367
926	4596	361
927	4624	358
928	4626	353
929	4628	348
930	4630	343
931	4635	338
932	4637	332
933	4638	327
934	4642	322
935	4643	317
936	4645	312
937	4654	307
938	4656	302
939	4659	297
940	4661	292
941	4666	287
942	4668	282
943	4670	277
944	4672	271
945	4679	267
946	4681	262
947	4683	256
948	4685	251
949	4687	246
950	4692	241
951	4694	236
952	4696	231
953	4699	226
954	4701	221
955	4764	219
956	4766	214
957	4768	209
958	4773	204
959	4775	198
960	4777	193
961	4779	188
962	4781	183
963	4783	178
964	4787	173
965	4790	168
966	4791	163
967	4793	158
968	4795	153
969	4797	148
970	4799	143
971	4801	138
972	4803	133
973	4805	128
974	4807	123
975	4809	118
976	4811	113
977	4816	108
978	4818	103
979	4820	98
980	4822	93
981	4824	88
982	4831	83
983	4833	78
984	4845	73
985	4848	68
986	4850	63
987	4852	58
988	4854	53
989	4856	49
990	4858	44
991	4863	39
992	4865	34
993	4867	29
994	4869	24
995	4871	19
996	4873	14
997	4878	9
998	4884	4
999	4886	0
